strategy,pair,mechanism,trigger_value,threshold,reason,source,enabled,model_week,model_sha256,feature_schema_sha256,strategy_schema_sha256,start_ts,end_ts,phase,action
dca,BTC-USDT,v22_weekly_buy_gate,0.0373708456754684,0.0393210425972938,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,25,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1778630400,1778630700,EXITING,cancel_and_market_exit
dca,BTC-USDT,v22_weekly_buy_gate,0.0373708456754684,0.0393210425972938,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,25,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1778630700,1780833600,COOLDOWN,quote_only_until_model_recovery
dca,BTC-USDT,v22_weekly_buy_gate,0.0373708456754684,0.0393210425972938,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,25,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1780833600,1780833900,REENTRY,three_healthy_cycles_then_rebuild
dca,BTC-USDT,v22_weekly_buy_gate,0.0340322591364383,0.0409588947892189,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,30,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1781726400,1781726700,EXITING,cancel_and_market_exit
dca,BTC-USDT,v22_weekly_buy_gate,0.0340322591364383,0.0409588947892189,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,30,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1781726700,1782014400,COOLDOWN,quote_only_until_model_recovery
dca,BTC-USDT,v22_weekly_buy_gate,0.0340322591364383,0.0409588947892189,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,30,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1782014400,1782014700,REENTRY,three_healthy_cycles_then_rebuild
dca,BTC-USDT,v22_weekly_buy_gate,0.0173381809145212,0.070953807234764,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,34,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1783929600,1783929900,EXITING,cancel_and_market_exit
dca,BTC-USDT,v22_weekly_buy_gate,0.0173381809145212,0.070953807234764,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,34,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1783929900,1784131200,COOLDOWN,quote_only_until_model_recovery
dca,BTC-USDT,v22_weekly_buy_gate,0.0173381809145212,0.070953807234764,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,34,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1784131200,1784131500,REENTRY,three_healthy_cycles_then_rebuild
dca,BTC-USDT,v22_weekly_buy_gate,0.033814288675785,0.070953807234764,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,34,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1784304000,1784304300,EXITING,cancel_and_market_exit
dca,BTC-USDT,v22_weekly_buy_gate,0.033814288675785,0.070953807234764,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,34,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1784304300,1784520000,COOLDOWN,quote_only_until_model_recovery
dca,BTC-USDT,v22_weekly_buy_gate,0.033814288675785,0.070953807234764,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,34,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1784520000,1784520300,REENTRY,three_healthy_cycles_then_rebuild
dca,ETH-USDT,v22_weekly_buy_gate,0.0890717208385467,0.0714548006653785,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,3,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1765656000,1765656300,EXITING,cancel_and_market_exit
dca,ETH-USDT,v22_weekly_buy_gate,0.0890717208385467,0.0714548006653785,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,3,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1765656300,1766160000,COOLDOWN,quote_only_until_model_recovery
dca,ETH-USDT,v22_weekly_buy_gate,0.038068238645792,0.0383886657655239,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,8,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1768636800,1768637100,EXITING,cancel_and_market_exit
dca,ETH-USDT,v22_weekly_buy_gate,0.038068238645792,0.0383886657655239,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,8,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1768637100,1769472000,COOLDOWN,quote_only_until_model_recovery
dca,ETH-USDT,v22_weekly_buy_gate,0.038068238645792,0.0383886657655239,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,8,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1769472000,1769472300,REENTRY,three_healthy_cycles_then_rebuild
dca,ETH-USDT,v22_weekly_buy_gate,0.0197546426206827,0.0723865389823913,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,10,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1769716800,1769717100,EXITING,cancel_and_market_exit
dca,ETH-USDT,v22_weekly_buy_gate,0.0197546426206827,0.0723865389823913,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,10,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1769717100,1770436800,COOLDOWN,quote_only_until_model_recovery
dca,ETH-USDT,v22_weekly_buy_gate,0.0197546426206827,0.0723865389823913,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,10,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1770436800,1770437100,REENTRY,three_healthy_cycles_then_rebuild
dca,ETH-USDT,v22_weekly_buy_gate,0.0371173173189163,0.0421569719910621,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,18,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1774555200,1774555500,EXITING,cancel_and_market_exit
dca,ETH-USDT,v22_weekly_buy_gate,0.0371173173189163,0.0421569719910621,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,18,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1774555500,1774872000,COOLDOWN,quote_only_until_model_recovery
dca,ETH-USDT,v22_weekly_buy_gate,0.0371173173189163,0.0421569719910621,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,18,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1774872000,1774872300,REENTRY,three_healthy_cycles_then_rebuild
dca,ETH-USDT,v22_weekly_buy_gate,0.018356928601861,0.0576209105551242,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,26,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1779494400,1779494700,EXITING,cancel_and_market_exit
dca,ETH-USDT,v22_weekly_buy_gate,0.018356928601861,0.0576209105551242,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,26,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1779494700,1780848000,COOLDOWN,quote_only_until_model_recovery
dca,ETH-USDT,v22_weekly_buy_gate,0.018356928601861,0.0576209105551242,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,26,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1780848000,1780848300,REENTRY,three_healthy_cycles_then_rebuild
dca,ETH-USDT,v22_weekly_buy_gate,0.0402792207896709,0.0420571096241474,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,32,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1782907200,1782907500,EXITING,cancel_and_market_exit
dca,ETH-USDT,v22_weekly_buy_gate,0.0402792207896709,0.0420571096241474,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,32,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1782907500,1783080000,COOLDOWN,quote_only_until_model_recovery
dca,ETH-USDT,v22_weekly_buy_gate,0.0402792207896709,0.0420571096241474,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,32,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1783080000,1783080300,REENTRY,three_healthy_cycles_then_rebuild
dca,ETH-USDT,v22_weekly_buy_gate,0.0450140051543712,0.0608760528266429,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,33,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1783483200,1783483500,EXITING,cancel_and_market_exit
dca,ETH-USDT,v22_weekly_buy_gate,0.0450140051543712,0.0608760528266429,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,33,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1783483500,1783742400,COOLDOWN,quote_only_until_model_recovery
dca,ETH-USDT,v22_weekly_buy_gate,0.0450140051543712,0.0608760528266429,v22_risk_off,frozen_v22_signal_plus_forced_exit_v2_overlay,True,33,3a0eea362858830757db5bf3de3892b88923e5cbce52b5f3e72c8cdabbecc338,1fdc99293e83bd00b68b18174f3dc4f854f5b972c294f8c64e13ad26e8498da1,5de7c72a35911bbaad43fe342a068cb80a276c2b145ded8bfce79bd5eb1f29cb,1783742400,1783742700,REENTRY,three_healthy_cycles_then_rebuild
