timestamp,open,high,low,close,volume
1779322200,2134.13000000,2135.55000000,2134.09000000,2135.44000000,3.52510000
1779322500,2135.48000000,2136.90000000,2133.38000000,2134.77000000,21.07340000
1779322800,2134.99000000,2136.53000000,2134.71000000,2136.53000000,1.42820000
1779323100,2136.68000000,2137.37000000,2136.34000000,2136.96000000,8.56970000
1779323400,2137.00000000,2138.64000000,2136.54000000,2138.64000000,7.52420000
1779323700,2138.64000000,2139.07000000,2137.76000000,2139.02000000,6.99290000
1779324000,2139.03000000,2139.65000000,2138.65000000,2139.32000000,5.14930000
1779324300,2139.65000000,2143.48000000,2139.21000000,2143.24000000,14.45550000
1779324600,2142.71000000,2147.56000000,2142.71000000,2146.81000000,30.38490000
1779324900,2146.00000000,2146.17000000,2144.71000000,2145.56000000,3.19460000
1779325200,2145.54000000,2149.00000000,2145.54000000,2148.20000000,47.99570000
1779325500,2147.87000000,2147.99000000,2146.00000000,2147.03000000,5.28440000
1779325800,2147.67000000,2150.43000000,2147.24000000,2150.43000000,24.96470000
1779326100,2150.45000000,2159.00000000,2146.19000000,2147.37000000,181.39230000
1779326400,2147.05000000,2148.49000000,2145.83000000,2146.31000000,7.73180000
1779326700,2146.00000000,2146.00000000,2144.43000000,2144.58000000,4.90970000
1779327000,2145.48000000,2145.48000000,2142.54000000,2143.00000000,19.04070000
1779327300,2144.29000000,2145.50000000,2142.40000000,2142.92000000,13.73590000
1779327600,2143.25000000,2146.50000000,2143.25000000,2144.30000000,5.21890000
1779327900,2144.69000000,2148.54000000,2144.69000000,2146.48000000,14.47670000
1779328200,2146.06000000,2146.40000000,2141.71000000,2141.82000000,10.43850000
1779328500,2143.02000000,2143.94000000,2142.64000000,2143.54000000,1.02250000
1779328800,2143.06000000,2145.16000000,2143.06000000,2144.95000000,2.38500000
1779329100,2144.40000000,2144.40000000,2141.81000000,2143.25000000,6.73040000
1779329400,2142.88000000,2148.41000000,2142.88000000,2144.03000000,55.56050000
1779329700,2143.88000000,2148.11000000,2143.85000000,2148.11000000,13.37310000
1779330000,2148.38000000,2150.33000000,2146.76000000,2147.92000000,50.21770000
1779330300,2147.96000000,2150.45000000,2147.72000000,2147.72000000,17.21090000
1779330600,2147.70000000,2147.86000000,2146.84000000,2146.94000000,1.49990000
1779330900,2146.71000000,2148.72000000,2146.48000000,2148.52000000,2.46640000
1779331200,2147.51000000,2147.68000000,2146.58000000,2147.03000000,2.05970000
1779331500,2147.11000000,2147.11000000,2145.06000000,2145.06000000,4.24590000
1779331800,2145.05000000,2146.50000000,2144.44000000,2144.68000000,5.82430000
1779332100,2145.29000000,2145.29000000,2143.95000000,2143.95000000,8.37330000
1779332400,2143.98000000,2144.90000000,2143.98000000,2144.31000000,5.70280000
1779332700,2144.17000000,2145.56000000,2143.15000000,2144.52000000,32.79230000
1779333000,2144.76000000,2145.89000000,2144.70000000,2145.01000000,0.59330000
1779333300,2144.42000000,2144.71000000,2143.65000000,2144.71000000,1.78620000
1779333600,2145.50000000,2148.49000000,2145.50000000,2147.05000000,15.62060000
1779333900,2147.26000000,2148.49000000,2147.18000000,2148.10000000,2.84220000
1779334200,2147.52000000,2148.10000000,2147.25000000,2147.25000000,0.27610000
1779334500,2147.05000000,2147.40000000,2147.05000000,2147.38000000,0.10430000
1779334800,2147.81000000,2147.81000000,2147.40000000,2147.68000000,0.29850000
1779335100,2147.89000000,2148.09000000,2146.96000000,2147.24000000,1.92660000
1779335400,2147.52000000,2147.91000000,2146.98000000,2146.98000000,21.33730000
1779335700,2147.46000000,2149.06000000,2147.46000000,2148.20000000,6.98650000
1779336000,2149.09000000,2150.25000000,2149.09000000,2150.25000000,4.45040000
1779336300,2150.26000000,2150.66000000,2147.50000000,2147.50000000,13.76960000
1779336600,2147.29000000,2147.66000000,2146.59000000,2146.98000000,2.13900000
1779336900,2147.38000000,2148.73000000,2146.82000000,2146.82000000,3.93550000
1779337200,2146.58000000,2147.98000000,2146.41000000,2147.89000000,0.31560000
1779337500,2148.00000000,2148.49000000,2147.46000000,2147.46000000,5.18110000
1779337800,2147.61000000,2148.12000000,2146.26000000,2146.26000000,2.86000000
1779338100,2146.22000000,2146.22000000,2144.61000000,2145.01000000,17.10140000
1779338400,2146.08000000,2146.27000000,2146.08000000,2146.22000000,0.15440000
1779338700,2145.85000000,2146.41000000,2144.92000000,2146.20000000,6.28220000
1779339000,2145.99000000,2146.83000000,2145.99000000,2146.83000000,0.66060000
