timestamp,trading_pair,direction,trigger_price,old_lower,old_upper,new_lower,new_upper,move_threshold
1768835700.0,TRX-USDT,down,0.3088,0.31389399999999995,0.326706,0.302624,0.31497600000000003,0.015
1768839600.0,XRP-USDT,up,1.9962,1.888656,1.9657440000000002,1.956276,2.036124,0.015
1768864200.0,ETH-USDT,down,3176.0,3226.65,3358.35,3112.48,3239.52,0.015
1768896600.0,SOL-USDT,down,129.66,131.957,137.34300000000002,127.0668,132.2532,0.015
1768898100.0,XRP-USDT,down,1.9228,1.956276,2.036124,1.884344,1.961256,0.015
1768917000.0,BNB-USDT,down,906.0,919.8868,957.4331999999999,887.88,924.12,0.015
1768918500.0,ETH-USDT,down,3060.41,3112.48,3239.52,2999.2018,3121.6182,0.015
1768920300.0,BTC-USDT,down,90449.78,91983.4958,95737.92420000001,88640.7844,92258.7756,0.015
1768921500.0,LINK-USDT,down,12.37,12.602799999999998,13.1172,12.122599999999998,12.6174,0.015
1768924200.0,TRX-USDT,down,0.2979,0.302624,0.31497600000000003,0.291942,0.303858,0.015
1768927500.0,AVAX-USDT,down,12.16,12.347999999999999,12.852,11.9168,12.4032,0.015
1768933800.0,ADA-USDT,down,0.3515,0.356916,0.37148400000000004,0.34447,0.35852999999999996,0.015
1768948200.0,ETH-USDT,down,2936.6,2999.2018,3121.6182,2877.868,2995.332,0.015
1768948200.0,SOL-USDT,down,124.88,127.0668,132.2532,122.38239999999999,127.3776,0.015
1768948200.0,DOGE-USDT,down,0.12226,0.1241562,0.1292238,0.11981479999999999,0.1247052,0.015
1768954200.0,BNB-USDT,down,870.83,887.88,924.12,853.4134,888.2466000000001,0.015
1769005800.0,SOL-USDT,up,129.36,122.38239999999999,127.3776,126.77280000000002,131.9472,0.015
1769016600.0,LINK-USDT,down,11.92,12.122599999999998,12.6174,11.6816,12.1584,0.015
1769023500.0,LINK-USDT,up,12.35,11.6816,12.1584,12.103,12.597,0.015
1769024100.0,DOGE-USDT,up,0.1268,0.11981479999999999,0.1247052,0.124264,0.129336,0.015
1769024100.0,ADA-USDT,up,0.3646,0.34447,0.35852999999999996,0.35730799999999996,0.371892,0.015
1769024700.0,ETH-USDT,up,3055.05,2877.868,2995.332,2993.949,3116.1510000000003,0.015
1769025300.0,AVAX-USDT,up,12.59,11.9168,12.4032,12.3382,12.8418,0.015
1769093100.0,ETH-USDT,down,2939.04,2993.949,3116.1510000000003,2880.2592,2997.8208,0.015
1769093100.0,AVAX-USDT,down,12.15,12.3382,12.8418,11.907,12.393,0.015
1769137200.0,TRX-USDT,up,0.3087,0.291942,0.303858,0.30252599999999996,0.314874,0.015
1769178900.0,DOGE-USDT,down,0.12231,0.124264,0.129336,0.1198638,0.1247562,0.015
1769189100.0,BNB-USDT,up,901.94,853.4134,888.2466000000001,883.9012,919.9788000000001,0.015
1769189100.0,DOGE-USDT,up,0.12716,0.1198638,0.1247562,0.1246168,0.1297032,0.015
1769203800.0,TRX-USDT,down,0.2967,0.30252599999999996,0.314874,0.290766,0.302634,0.015
1769325300.0,DOGE-USDT,down,0.12265,0.1246168,0.1297032,0.120197,0.125103,0.015
