week_index,timestamp,trading_pair,direction,trigger_price,old_lower,old_upper,new_lower,new_upper,move_threshold
1,1783111500.0,ETH-USDT,up,1768.53,1655.1788999999999,1757.5611,1715.4741,1821.5859,0.005
1,1783290300.0,BTC-USDT,up,63717.99,59588.7684,63274.6716,61806.4503,65629.5297,0.005
1,1783344300.0,BTC-USDT,down,61456.0,61806.4503,65629.5297,59612.32,63299.68,0.005
1,1783353900.0,BTC-USDT,up,63638.0,59612.32,63299.68,61728.86,65547.14,0.005
