rank,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss,min_grid_move_seconds,portfolio_stop_loss,stage,initial_quote,final_equity,net_pnl_quote,net_pnl_pct,max_drawdown_pct,liquidated,liquidation_step,cooldown_hours,trades,completed_cycles,grid_moves,open_positions,score
132,0.08,12,0.015,0.008,0.01,0.04,0.0,0.08,1,10000,9236.031245316697,-763.9687546833029,-0.0763968754683303,-0.08130039516091962,True,7204,24,4535,2082,100,0,-0.0763968754683303
133,0.1,16,0.01,0.005,0.005,0.04,0.0,0.08,1,10000,9235.10871880086,-764.8912811991395,-0.07648912811991394,-0.08013094107255934,True,8268,24,11712,5652,109,0,-0.07648912811991394
134,0.06,12,0.01,0.005,0.01,0.04,0.0,0.08,1,10000,9234.805913846898,-765.194086153102,-0.0765194086153102,-0.08080385548563417,True,8211,24,13100,6326,198,0,-0.0765194086153102
135,0.1,16,0.01,0.005,0.015,0.04,0.0,0.08,1,10000,9234.600243805779,-765.3997561942215,-0.07653997561942215,-0.08009883561998381,True,8293,24,11700,5656,91,0,-0.07653997561942215
136,0.08,12,0.015,0.01,0.01,0.04,0.0,0.08,1,10000,9234.531044878851,-765.4689551211486,-0.07654689551211485,-0.08142596662739295,True,7201,24,3698,1655,97,0,-0.07654689551211485
137,0.1,12,0.015,0.005,0.005,0.04,0.0,0.08,1,10000,9234.477183552828,-765.5228164471719,-0.07655228164471718,-0.08051137418765537,True,8247,24,8469,4090,107,0,-0.07655228164471718
138,0.06,8,0.015,0.008,0.015,0.04,0.0,0.08,1,10000,9234.28607187176,-765.7139281282398,-0.07657139281282398,-0.0807768011303091,True,8205,24,5324,2483,160,0,-0.07657139281282398
139,0.1,12,0.015,0.008,0.01,0.04,0.0,0.08,1,10000,9233.281969149712,-766.7180308502884,-0.07667180308502884,-0.08068924910167219,True,8205,24,5287,2468,88,0,-0.07667180308502884
140,0.08,16,0.01,0.01,0.01,0.04,0.0,0.08,1,10000,9233.242513096353,-766.7574869036471,-0.07667574869036471,-0.08125415493629753,True,8075,24,6962,3173,118,0,-0.07667574869036471
141,0.06,16,0.01,0.01,0.015,0.04,0.0,0.08,1,10000,9233.006099022045,-766.9939009779555,-0.07669939009779556,-0.08250952806741269,True,6808,24,4914,2176,101,0,-0.07669939009779556
142,0.08,8,0.015,0.01,0.015,0.04,0.0,0.08,1,10000,9232.18719711011,-767.81280288989,-0.076781280288989,-0.08002375357896022,True,8209,24,3333,1514,109,0,-0.076781280288989
143,0.06,16,0.015,0.005,0.015,0.04,0.0,0.08,1,10000,9231.384709384516,-768.6152906154839,-0.07686152906154839,-0.08489213882166187,True,6791,24,9285,4435,98,0,-0.07686152906154839
144,0.06,12,0.015,0.008,0.01,0.04,0.0,0.08,1,10000,9231.335976043183,-768.6640239568169,-0.07686640239568168,-0.08367429592782263,True,6791,24,4727,2168,121,0,-0.07686640239568168
145,0.06,12,0.01,0.005,0.015,0.04,0.0,0.08,1,10000,9229.241838266506,-770.7581617334945,-0.07707581617334945,-0.08098207799664162,True,8244,24,12684,6120,171,0,-0.07707581617334945
146,0.08,12,0.01,0.008,0.015,0.04,0.0,0.08,1,10000,9229.16718044436,-770.8328195556405,-0.07708328195556405,-0.08020811530581938,True,8244,24,6477,3017,113,0,-0.07708328195556405
147,0.1,16,0.01,0.01,0.005,0.04,0.0,0.08,1,10000,9228.879080168505,-771.1209198314955,-0.07711209198314954,-0.0809036753187645,True,8161,24,5816,2645,98,0,-0.07711209198314954
148,0.06,8,0.01,0.008,0.01,0.04,0.0,0.08,1,10000,9228.561833838856,-771.4381661611442,-0.07714381661611441,-0.08006378020614671,True,8263,24,6066,2818,202,0,-0.07714381661611441
149,0.1,16,0.01,0.01,0.01,0.04,0.0,0.08,1,10000,9228.416192741579,-771.5838072584211,-0.07715838072584211,-0.0809516221938342,True,8206,24,5738,2612,89,0,-0.07715838072584211
150,0.08,16,0.015,0.01,0.01,0.04,0.0,0.08,1,10000,9228.410325852456,-771.5896741475444,-0.07715896741475445,-0.08404604716696205,True,6790,24,3909,1734,80,0,-0.07715896741475445
151,0.06,12,0.01,0.008,0.015,0.04,0.0,0.08,1,10000,9228.171665053576,-771.8283349464236,-0.07718283349464236,-0.08140739436003896,True,8161,24,7946,3703,159,0,-0.07718283349464236
152,0.08,12,0.015,0.008,0.015,0.04,0.0,0.08,1,10000,9228.073483155058,-771.926516844942,-0.0771926516844942,-0.0818725329474797,True,8089,24,5901,2745,99,0,-0.0771926516844942
153,0.06,16,0.01,0.01,0.01,0.04,0.0,0.08,1,10000,9227.816752563087,-772.183247436913,-0.0772183247436913,-0.0834092525922539,True,6791,24,5221,2325,121,0,-0.0772183247436913
154,0.06,16,0.005,0.01,0.01,0.04,0.0,0.08,1,10000,9227.655035531066,-772.3449644689335,-0.07723449644689336,-0.08031961475840807,True,8232,24,9997,4559,199,0,-0.07723449644689336
155,0.06,16,0.005,0.01,0.015,0.04,0.0,0.08,1,10000,9226.951002460013,-773.0489975399869,-0.0773048997539987,-0.08019598956682773,True,8247,24,9382,4254,173,0,-0.0773048997539987
156,0.06,12,0.01,0.01,0.015,0.04,0.0,0.08,1,10000,9226.442557233791,-773.5574427662086,-0.07735574427662087,-0.08160600781182695,True,8155,24,6375,2903,157,0,-0.07735574427662087
157,0.1,12,0.01,0.008,0.01,0.04,0.0,0.08,1,10000,9226.38860290715,-773.6113970928509,-0.07736113970928508,-0.0800407132509665,True,8275,24,5712,2665,101,0,-0.07736113970928508
158,0.08,12,0.01,0.005,0.005,0.04,0.0,0.08,1,10000,9226.197890937341,-773.8021090626589,-0.07738021090626589,-0.08079031787864371,True,8275,24,10993,5303,175,0,-0.07738021090626589
159,0.1,12,0.01,0.008,0.005,0.04,0.0,0.08,1,10000,9225.25222502909,-774.7477749709105,-0.07747477749709106,-0.08022237404510876,True,8313,24,6124,2863,115,0,-0.07747477749709106
160,0.08,8,0.015,0.008,0.015,0.04,0.0,0.08,1,10000,9225.081667099435,-774.9183329005646,-0.07749183329005646,-0.08070243195531585,True,8246,24,4312,2005,113,0,-0.07749183329005646
161,0.1,16,0.015,0.01,0.015,0.04,0.0,0.08,1,10000,9224.616792042878,-775.3832079571221,-0.07753832079571221,-0.08309432898803924,True,7201,24,4065,1828,56,0,-0.07753832079571221
162,0.06,16,0.005,0.005,0.015,0.04,0.0,0.08,1,10000,9224.313083400077,-775.6869165999233,-0.07756869165999233,-0.08025069796089884,True,8316,24,18640,9007,195,0,-0.07756869165999233
163,0.1,12,0.01,0.01,0.015,0.04,0.0,0.08,1,10000,9224.249424738178,-775.7505752618217,-0.07757505752618217,-0.0801962218216857,True,8269,24,4371,1982,89,0,-0.07757505752618217
164,0.1,8,0.015,0.01,0.015,0.04,0.0,0.08,1,10000,9224.02136453469,-775.9786354653097,-0.07759786354653098,-0.08033479980496731,True,8275,24,2899,1316,89,0,-0.07759786354653098
165,0.06,8,0.015,0.01,0.015,0.04,0.0,0.08,1,10000,9223.83303604622,-776.1669639537795,-0.07761669639537795,-0.08184512764654499,True,8159,24,4164,1891,157,0,-0.07761669639537795
166,0.08,16,0.01,0.005,0.005,0.04,0.0,0.08,1,10000,9223.778880263324,-776.221119736676,-0.0776221119736676,-0.08223138197438458,True,8209,24,13971,6743,162,0,-0.0776221119736676
167,0.06,12,0.01,0.01,0.01,0.04,0.0,0.08,1,10000,9223.690182056387,-776.3098179436129,-0.07763098179436129,-0.08216902176385794,True,8089,24,6797,3098,181,0,-0.07763098179436129
168,0.06,12,0.005,0.01,0.005,0.04,0.0,0.08,1,10000,9223.395024586529,-776.604975413471,-0.0776604975413471,-0.0802111875925036,True,8275,24,8256,3745,272,0,-0.0776604975413471
169,0.1,8,0.015,0.01,0.005,0.04,0.0,0.08,1,10000,9223.333722935144,-776.6662770648563,-0.07766662770648564,-0.080474047051187,True,8269,24,3050,1389,110,0,-0.07766662770648564
170,0.08,12,0.015,0.005,0.01,0.04,0.0,0.08,1,10000,9223.268717256575,-776.7312827434253,-0.07767312827434253,-0.0826110276032437,True,8207,24,9965,4811,128,0,-0.07767312827434253
171,0.1,8,0.015,0.008,0.01,0.04,0.0,0.08,1,10000,9223.04466373576,-776.95533626424,-0.07769553362642401,-0.08045405029285355,True,8314,24,3905,1823,105,0,-0.07769553362642401
172,0.1,16,0.01,0.005,0.01,0.04,0.0,0.08,1,10000,9222.985029770236,-777.014970229764,-0.0777014970229764,-0.08130180892025518,True,8269,24,11496,5550,100,0,-0.0777014970229764
173,0.08,12,0.01,0.01,0.01,0.04,0.0,0.08,1,10000,9222.751735608861,-777.248264391139,-0.0777248264391139,-0.08096740567416415,True,8207,24,5327,2423,128,0,-0.0777248264391139
174,0.06,8,0.015,0.005,0.01,0.04,0.0,0.08,1,10000,9222.611789943156,-777.3882100568444,-0.07773882100568444,-0.08189854380797476,True,8209,24,8667,4180,193,0,-0.07773882100568444
175,0.08,16,0.01,0.005,0.01,0.04,0.0,0.08,1,10000,9222.490444054272,-777.5095559457277,-0.07775095559457278,-0.08202645551197824,True,8209,24,13561,6546,129,0,-0.07775095559457278
176,0.06,8,0.01,0.005,0.01,0.04,0.0,0.08,1,10000,9221.925133904577,-778.0748660954232,-0.07780748660954231,-0.08058532267073601,True,8315,24,9692,4680,222,0,-0.07780748660954231
177,0.1,12,0.01,0.01,0.01,0.04,0.0,0.08,1,10000,9221.913501649506,-778.0864983504944,-0.07780864983504944,-0.0805025349678953,True,8268,24,4441,2013,99,0,-0.07780864983504944
178,0.06,16,0.015,0.008,0.01,0.04,0.0,0.08,1,10000,9221.222610654715,-778.777389345285,-0.0778777389345285,-0.08672418545334945,True,6758,24,6076,2790,112,0,-0.0778777389345285
179,0.06,16,0.015,0.01,0.015,0.04,0.0,0.08,1,10000,9221.200249709073,-778.7997502909275,-0.07787997502909275,-0.08656633834316979,True,6758,24,4664,2081,90,0,-0.07787997502909275
180,0.08,8,0.01,0.008,0.005,0.04,0.0,0.08,1,10000,9221.107471091107,-778.8925289088929,-0.0778892528908893,-0.0802102472433781,True,8315,24,5050,2354,187,0,-0.0778892528908893
181,0.06,8,0.01,0.008,0.015,0.04,0.0,0.08,1,10000,9220.397709783823,-779.6022902161767,-0.07796022902161767,-0.0807627553155528,True,8275,24,5746,2677,180,0,-0.07796022902161767
182,0.1,16,0.015,0.01,0.005,0.04,0.0,0.08,1,10000,9220.110729659418,-779.8892703405818,-0.07798892703405817,-0.0836888930764368,True,6808,24,3339,1475,66,0,-0.07798892703405817
183,0.06,16,0.005,0.008,0.005,0.04,0.0,0.08,1,10000,9219.871280591991,-780.1287194080087,-0.07801287194080087,-0.08127016614527909,True,8244,24,13135,6128,259,0,-0.07801287194080087
184,0.1,8,0.015,0.01,0.01,0.04,0.0,0.08,1,10000,9219.819271852317,-780.1807281476831,-0.07801807281476832,-0.08077472321903209,True,8270,24,2933,1332,100,0,-0.07801807281476832
185,0.06,8,0.015,0.005,0.005,0.04,0.0,0.08,1,10000,9219.717215404742,-780.2827845952579,-0.07802827845952579,-0.08237940283358125,True,8210,24,8829,4262,257,0,-0.07802827845952579
186,0.06,8,0.015,0.008,0.005,0.04,0.0,0.08,1,10000,9219.491692474992,-780.5083075250077,-0.07805083075250077,-0.08276559761890674,True,8155,24,5807,2709,244,0,-0.07805083075250077
187,0.06,8,0.01,0.008,0.005,0.04,0.0,0.08,1,10000,9218.945597275495,-781.054402724505,-0.0781054402724505,-0.08125029486730516,True,8267,24,6339,2952,264,0,-0.0781054402724505
188,0.08,8,0.015,0.008,0.01,0.04,0.0,0.08,1,10000,9218.60708428142,-781.3929157185794,-0.07813929157185794,-0.08135840818427523,True,8247,24,4378,2033,134,0,-0.07813929157185794
189,0.08,12,0.015,0.01,0.005,0.04,0.0,0.08,1,10000,9217.675207054315,-782.3247929456847,-0.07823247929456847,-0.08376200104435302,True,7201,24,3954,1774,115,0,-0.07823247929456847
190,0.06,8,0.01,0.01,0.005,0.04,0.0,0.08,1,10000,9217.608369652698,-782.3916303473015,-0.07823916303473015,-0.081641166860914,True,8210,24,4960,2259,257,0,-0.07823916303473015
191,0.08,8,0.01,0.008,0.01,0.04,0.0,0.08,1,10000,9217.426243258782,-782.573756741218,-0.07825737567412179,-0.08040707515734216,True,8316,24,4817,2242,155,0,-0.07825737567412179
192,0.08,12,0.01,0.008,0.005,0.04,0.0,0.08,1,10000,9217.047129057748,-782.952870942252,-0.0782952870942252,-0.08184326214377631,True,8210,24,6861,3208,164,0,-0.0782952870942252
193,0.08,16,0.015,0.01,0.015,0.04,0.0,0.08,1,10000,9216.963447535883,-783.0365524641165,-0.07830365524641165,-0.08485921942223254,True,6790,24,3631,1598,65,0,-0.07830365524641165
194,0.1,16,0.01,0.008,0.015,0.04,0.0,0.08,1,10000,9216.566989292827,-783.4330107071728,-0.07834330107071728,-0.08195006630103914,True,8210,24,7018,3282,81,0,-0.07834330107071728
195,0.1,12,0.015,0.008,0.005,0.04,0.0,0.08,1,10000,9215.886200798535,-784.1137992014646,-0.07841137992014646,-0.08252850592943939,True,8206,24,5321,2486,99,0,-0.07841137992014646
196,0.08,8,0.015,0.008,0.005,0.04,0.0,0.08,1,10000,9215.560357763967,-784.4396422360333,-0.07844396422360332,-0.08192312281479322,True,8210,24,4446,2073,164,0,-0.07844396422360332
197,0.06,8,0.01,0.01,0.01,0.04,0.0,0.08,1,10000,9215.560181079307,-784.4398189206931,-0.07844398189206932,-0.08151230196768022,True,8210,24,4678,2118,196,0,-0.07844398189206932
198,0.08,16,0.015,0.008,0.01,0.04,0.0,0.08,1,10000,9215.286855835078,-784.7131441649217,-0.07847131441649217,-0.0853299444747068,True,6791,24,4891,2243,83,0,-0.07847131441649217
199,0.08,8,0.015,0.01,0.01,0.04,0.0,0.08,1,10000,9214.948493615782,-785.0515063842176,-0.07850515063842177,-0.08177250387081675,True,8209,24,3414,1546,129,0,-0.07850515063842177
200,0.1,12,0.015,0.008,0.015,0.04,0.0,0.08,1,10000,9214.666429560399,-785.3335704396013,-0.07853335704396013,-0.08247827906164626,True,8207,24,5086,2375,80,0,-0.07853335704396013
201,0.1,12,0.01,0.01,0.005,0.04,0.0,0.08,1,10000,9214.448440872473,-785.5515591275271,-0.07855515591275271,-0.08132699024253252,True,8268,24,4614,2093,109,0,-0.07855515591275271
202,0.06,16,0.005,0.005,0.01,0.04,0.0,0.08,1,10000,9213.360281601554,-786.6397183984463,-0.07866397183984464,-0.08145249345689456,True,8316,24,19859,9610,224,0,-0.07866397183984464
203,0.1,16,0.01,0.01,0.015,0.04,0.0,0.08,1,10000,9213.299100861432,-786.7008991385683,-0.07867008991385682,-0.0823675818209412,True,8207,24,5715,2612,80,0,-0.07867008991385682
204,0.06,12,0.005,0.01,0.015,0.04,0.0,0.08,1,10000,9212.943691870982,-787.0563081290184,-0.07870563081290184,-0.08082992859600768,True,8315,24,7585,3452,193,0,-0.07870563081290184
205,0.08,16,0.005,0.01,0.005,0.04,0.0,0.08,1,10000,9212.837171853167,-787.1628281468329,-0.07871628281468329,-0.08116968458104853,True,8314,24,8745,3984,179,0,-0.07871628281468329
206,0.06,16,0.005,0.008,0.01,0.04,0.0,0.08,1,10000,9212.34078258109,-787.65921741891,-0.078765921741891,-0.08171042905247373,True,8268,24,12518,5843,204,0,-0.078765921741891
207,0.06,12,0.01,0.005,0.005,0.04,0.0,0.08,1,10000,9212.073798408703,-787.9262015912973,-0.07879262015912973,-0.08338682731143807,True,8210,24,13651,6592,257,0,-0.07879262015912973
208,0.08,8,0.015,0.005,0.005,0.04,0.0,0.08,1,10000,9211.321049201191,-788.6789507988087,-0.07886789507988087,-0.08206988981767137,True,8314,24,7320,3532,179,0,-0.07886789507988087
209,0.08,16,0.015,0.008,0.015,0.04,0.0,0.08,1,10000,9210.828026703577,-789.171973296423,-0.0789171973296423,-0.08542453765562467,True,6791,24,4549,2075,67,0,-0.0789171973296423
210,0.08,12,0.01,0.008,0.01,0.04,0.0,0.08,1,10000,9210.29947988285,-789.7005201171505,-0.07897005201171506,-0.08222782662918823,True,8210,24,6604,3079,130,0,-0.07897005201171506
211,0.1,12,0.015,0.005,0.015,0.04,0.0,0.08,1,10000,9209.65111543196,-790.3488845680404,-0.07903488845680404,-0.08278922336828638,True,8268,24,8163,3942,89,0,-0.07903488845680404
212,0.1,16,0.015,0.005,0.01,0.04,0.0,0.08,1,10000,9207.803152925517,-792.1968470744832,-0.07921968470744832,-0.08459663745535055,True,8161,24,10648,5133,87,0,-0.07921968470744832
213,0.08,8,0.015,0.01,0.005,0.04,0.0,0.08,1,10000,9207.270354668419,-792.7296453315812,-0.07927296453315812,-0.08284350830044963,True,8207,24,3647,1659,159,0,-0.07927296453315812
214,0.1,16,0.01,0.008,0.005,0.04,0.0,0.08,1,10000,9206.923487767957,-793.0765122320427,-0.07930765122320427,-0.08305375523445288,True,8207,24,7317,3413,100,0,-0.07930765122320427
215,0.06,12,0.015,0.01,0.015,0.04,0.0,0.08,1,10000,9205.356516399512,-794.6434836004883,-0.07946434836004883,-0.0858498568932181,True,6791,24,3570,1586,98,0,-0.07946434836004883
216,0.06,16,0.005,0.008,0.015,0.04,0.0,0.08,1,10000,9203.432956772625,-796.5670432273746,-0.07965670432273746,-0.08245369252316496,True,8269,24,11591,5388,177,0,-0.07965670432273746
217,0.08,16,0.005,0.008,0.005,0.04,0.0,0.08,1,10000,9202.573250893674,-797.4267491063256,-0.07974267491063255,-0.08212339591278561,True,8315,24,10654,4980,187,0,-0.07974267491063255
218,0.1,16,0.01,0.008,0.01,0.04,0.0,0.08,1,10000,9202.449236090564,-797.5507639094358,-0.07975507639094358,-0.08344669672912305,True,8209,24,7195,3357,91,0,-0.07975507639094358
219,0.08,12,0.01,0.01,0.005,0.04,0.0,0.08,1,10000,9201.981283348023,-798.0187166519772,-0.07980187166519773,-0.08347821715177085,True,8207,24,5617,2560,159,0,-0.07980187166519773
220,0.06,12,0.005,0.008,0.01,0.04,0.0,0.08,1,10000,9201.252470863401,-798.747529136599,-0.0798747529136599,-0.08213477986342979,True,8316,24,10030,4690,224,0,-0.0798747529136599
221,0.08,8,0.01,0.01,0.015,0.04,0.0,0.08,1,10000,9200.04231669292,-799.9576833070805,-0.07999576833070805,-0.08214911206902761,True,8315,24,3832,1740,128,0,-0.07999576833070805
222,0.06,8,0.01,0.01,0.015,0.04,0.0,0.08,1,10000,9199.307179888105,-800.6928201118953,-0.08006928201118954,-0.08288080931995004,True,8268,24,4587,2077,176,0,-0.08006928201118954
223,0.06,16,0.015,0.005,0.01,0.04,0.0,0.08,1,10000,9198.421767125381,-801.5782328746191,-0.0801578232874619,-0.08848370256881409,True,6791,24,9780,4676,121,0,-0.0801578232874619
224,0.06,8,0.01,0.005,0.005,0.04,0.0,0.08,1,10000,9198.290624866304,-801.7093751336961,-0.08017093751336961,-0.08307117188879731,True,8316,24,9883,4778,288,0,-0.08017093751336961
225,0.08,12,0.01,0.01,0.015,0.04,0.0,0.08,1,10000,9196.25230813612,-803.7476918638804,-0.08037476918638804,-0.0835379340664656,True,8209,24,5057,2294,109,0,-0.08037476918638804
226,0.06,16,0.005,0.01,0.005,0.04,0.0,0.08,1,10000,9195.341298577905,-804.658701422095,-0.0804658701422095,-0.08385009669314374,True,8209,24,10324,4691,256,0,-0.0804658701422095
227,0.08,16,0.005,0.008,0.015,0.04,0.0,0.08,1,10000,9192.227349401093,-807.7726505989067,-0.08077726505989066,-0.08294057356905722,True,8316,24,9598,4477,132,0,-0.08077726505989066
228,0.08,16,0.015,0.008,0.005,0.04,0.0,0.08,1,10000,9187.516478856123,-812.4835211438767,-0.08124835211438768,-0.08838472618935017,True,6791,24,5042,2310,95,0,-0.08124835211438768
229,0.06,12,0.005,0.008,0.005,0.04,0.0,0.08,1,10000,9185.377453896383,-814.6225461036174,-0.08146225461036175,-0.08390032783941655,True,8315,24,10571,4935,285,0,-0.08146225461036175
230,0.06,16,0.005,0.005,0.005,0.04,0.0,0.08,1,10000,9182.676828505955,-817.3231714940448,-0.08173231714940447,-0.08480714433493909,True,8315,24,20954,10127,285,0,-0.08173231714940447
231,0.08,8,0.015,0.005,0.01,0.04,0.0,0.08,1,10000,9181.295515248949,-818.7044847510515,-0.08187044847510515,-0.08511223619873975,True,8315,24,7200,3475,153,0,-0.08187044847510515
232,0.08,8,0.015,0.005,0.015,0.04,0.0,0.08,1,10000,9180.521451629307,-819.4785483706928,-0.08194785483706928,-0.08503082907791146,True,8315,24,6998,3379,128,0,-0.08194785483706928
233,0.08,12,0.01,0.005,0.015,0.04,0.0,0.08,1,10000,9180.490991208944,-819.5090087910557,-0.08195090087910557,-0.08514007006248304,True,8315,24,10642,5143,128,0,-0.08195090087910557
234,0.08,16,0.005,0.008,0.01,0.04,0.0,0.08,1,10000,9176.308722775917,-823.691277224083,-0.0823691277224083,-0.0846431889834845,True,8316,24,10350,4837,155,0,-0.0823691277224083
235,0.08,8,0.01,0.01,0.01,0.04,0.0,0.08,1,10000,9171.36616231639,-828.6338376836102,-0.08286338376836101,-0.08503031513723928,True,8315,24,3978,1803,153,0,-0.08286338376836101
236,0.1,8,0.015,0.008,0.005,0.04,0.0,0.08,1,10000,9165.450279512268,-834.549720487732,-0.0834549720487732,-0.08615171773619039,True,8315,24,4063,1908,123,0,-0.0834549720487732
237,0.08,12,0.01,0.005,0.01,0.04,0.0,0.08,1,10000,9163.116494604856,-836.8835053951443,-0.08368835053951443,-0.08696573517351353,True,8315,24,11173,5401,153,0,-0.08368835053951443
238,0.06,12,0.005,0.01,0.01,0.04,0.0,0.08,1,10000,9156.542997452385,-843.457002547615,-0.0843457002547615,-0.08660007402546101,True,8315,24,8255,3761,222,0,-0.0843457002547615
239,0.08,16,0.005,0.01,0.01,0.04,0.0,0.08,1,10000,9143.590271228199,-856.4097287718014,-0.08564097287718014,-0.08791036604447369,True,8315,24,8502,3878,153,0,-0.08564097287718014
240,0.1,8,0.015,0.008,0.015,0.04,0.0,0.08,1,10000,9142.729043484014,-857.2709565159857,-0.08572709565159857,-0.08843534941746671,True,8315,24,3793,1767,99,0,-0.08572709565159857
241,0.08,16,0.005,0.01,0.015,0.04,0.0,0.08,1,10000,9140.664723129215,-859.3352768707846,-0.08593352768707846,-0.08809529098970834,True,8315,24,7813,3542,128,0,-0.08593352768707846
242,0.1,12,0.01,0.008,0.015,0.04,0.0,0.08,1,10000,9136.430565195704,-863.5694348042962,-0.08635694348042962,-0.08896608499182712,True,8315,24,5858,2738,99,0,-0.08635694348042962
243,0.08,8,0.01,0.01,0.005,0.04,0.0,0.08,1,10000,9132.559984332773,-867.4400156672273,-0.08674400156672273,-0.08910524451263127,True,8315,24,4212,1917,187,0,-0.08674400156672273
