week_index,train_start,train_end,trade_start,trade_end,selection_score,selection_net_pnl_pct,selection_max_drawdown_pct,start_equity,final_equity,net_pnl_quote,net_pnl_pct,max_drawdown_pct,liquidations,trades,completed_cycles,grid_moves,open_positions,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.0007471821979126627,0.015438677885741344,-0.009794330458552455,10000.0,10012.11542528906,12.115425289059203,0.0012115425289059203,-0.0009142121025630282,0,358,174,5,2,0.04,8,0.01,0.003,0.01,0.04
