week_index,train_start,train_end,trade_start,trade_end,selection_score,selection_net_pnl_pct,selection_max_drawdown_pct,start_equity,final_equity,net_pnl_quote,net_pnl_pct,max_drawdown_pct,liquidations,trades,completed_cycles,grid_moves,open_positions,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss,min_grid_move_seconds,selected_portfolio_stop_loss
1,2026-06-03 03:15:00,2026-07-03 03:15:00,2026-07-03 03:15:00,2026-07-09 03:15:00,-0.003979356455462378,0.01145147782306667,-0.0102872228523527,10000.0,10006.042693756917,6.042693756917288,0.0006042693756917288,-0.0011821053391789138,0,160,75,4,2,0.06,8,0.01,0.005,0.005,0.04,0.0,0.12
