rank,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss,min_grid_move_seconds,portfolio_stop_loss,stage,initial_quote,final_equity,net_pnl_quote,net_pnl_pct,max_drawdown_pct,liquidated,liquidation_step,cooldown_hours,trades,completed_cycles,grid_moves,open_positions,score
26,0.06,8,0.005,0.005,0.01,0.04,1800.0,0.1,2,10000,9791.1861244548,-208.81387554520006,-0.020881387554520008,-0.05995920457989394,False,-1,24,46151,22805,1011,10,-0.020881387554520008
27,0.06,8,0.005,0.005,0.01,0.04,1800.0,0.12,2,10000,9791.1861244548,-208.81387554520006,-0.020881387554520008,-0.05995920457989394,False,-1,24,46151,22805,1011,10,-0.020881387554520008
28,0.06,12,0.005,0.005,0.005,0.04,0.0,0.1,2,10000,9755.440910019452,-244.55908998054838,-0.02445590899805484,-0.08751175493708643,False,-1,24,74228,36702,1318,10,-0.02445590899805484
29,0.06,12,0.005,0.005,0.005,0.04,0.0,0.12,2,10000,9755.440910019452,-244.55908998054838,-0.02445590899805484,-0.08751175493708643,False,-1,24,74228,36702,1318,10,-0.02445590899805484
30,0.06,12,0.005,0.005,0.005,0.04,1800.0,0.1,2,10000,9755.284307725895,-244.7156922741051,-0.02447156922741051,-0.08746942215746124,False,-1,24,74196,36686,1321,10,-0.02447156922741051
31,0.06,12,0.005,0.005,0.005,0.04,1800.0,0.12,2,10000,9755.284307725895,-244.7156922741051,-0.02447156922741051,-0.08746942215746124,False,-1,24,74196,36686,1321,10,-0.02447156922741051
32,0.06,12,0.005,0.005,0.005,0.04,900.0,0.1,2,10000,9754.866154994454,-245.1338450055464,-0.02451338450055464,-0.08751662682356429,False,-1,24,74178,36677,1313,10,-0.02451338450055464
33,0.06,12,0.005,0.005,0.005,0.04,900.0,0.12,2,10000,9754.866154994454,-245.1338450055464,-0.02451338450055464,-0.08751662682356429,False,-1,24,74178,36677,1313,10,-0.02451338450055464
34,0.06,8,0.005,0.008,0.015,0.04,0.0,0.08,2,10000,9742.834904619256,-257.1650953807439,-0.02571650953807439,-0.06738256406587144,False,-1,24,28940,14174,827,10,-0.02571650953807439
35,0.06,8,0.005,0.008,0.015,0.04,0.0,0.1,2,10000,9742.834904619256,-257.1650953807439,-0.02571650953807439,-0.06738256406587144,False,-1,24,28940,14174,827,10,-0.02571650953807439
36,0.06,8,0.005,0.008,0.015,0.04,0.0,0.12,2,10000,9742.834904619256,-257.1650953807439,-0.02571650953807439,-0.06738256406587144,False,-1,24,28940,14174,827,10,-0.02571650953807439
37,0.06,8,0.005,0.008,0.015,0.04,900.0,0.08,2,10000,9742.566809031245,-257.4331909687553,-0.02574331909687553,-0.06739813331515583,False,-1,24,28914,14161,825,10,-0.02574331909687553
38,0.06,8,0.005,0.008,0.015,0.04,900.0,0.1,2,10000,9742.566809031245,-257.4331909687553,-0.02574331909687553,-0.06739813331515583,False,-1,24,28914,14161,825,10,-0.02574331909687553
39,0.06,8,0.005,0.008,0.015,0.04,900.0,0.12,2,10000,9742.566809031245,-257.4331909687553,-0.02574331909687553,-0.06739813331515583,False,-1,24,28914,14161,825,10,-0.02574331909687553
40,0.06,8,0.005,0.008,0.015,0.04,1800.0,0.08,2,10000,9740.853859402421,-259.1461405975788,-0.025914614059757878,-0.06738718330667463,False,-1,24,28840,14124,825,10,-0.025914614059757878
41,0.06,8,0.005,0.008,0.015,0.04,1800.0,0.1,2,10000,9740.853859402421,-259.1461405975788,-0.025914614059757878,-0.06738718330667463,False,-1,24,28840,14124,825,10,-0.025914614059757878
42,0.06,8,0.005,0.008,0.015,0.04,1800.0,0.12,2,10000,9740.853859402421,-259.1461405975788,-0.025914614059757878,-0.06738718330667463,False,-1,24,28840,14124,825,10,-0.025914614059757878
43,0.06,8,0.005,0.008,0.005,0.04,0.0,0.08,2,10000,9698.67100096766,-301.3289990323392,-0.03013289990323392,-0.07630637203625242,False,-1,24,32572,15952,1318,10,-0.03013289990323392
44,0.06,8,0.005,0.008,0.005,0.04,0.0,0.1,2,10000,9698.67100096766,-301.3289990323392,-0.03013289990323392,-0.07630637203625242,False,-1,24,32572,15952,1318,10,-0.03013289990323392
45,0.06,8,0.005,0.008,0.005,0.04,0.0,0.12,2,10000,9698.67100096766,-301.3289990323392,-0.03013289990323392,-0.07630637203625242,False,-1,24,32572,15952,1318,10,-0.03013289990323392
46,0.06,8,0.005,0.008,0.005,0.04,900.0,0.08,2,10000,9698.519064161259,-301.48093583874106,-0.030148093583874106,-0.07630750863310844,False,-1,24,32564,15948,1313,10,-0.030148093583874106
47,0.06,8,0.005,0.008,0.005,0.04,900.0,0.1,2,10000,9698.519064161259,-301.48093583874106,-0.030148093583874106,-0.07630750863310844,False,-1,24,32564,15948,1313,10,-0.030148093583874106
48,0.06,8,0.005,0.008,0.005,0.04,900.0,0.12,2,10000,9698.519064161259,-301.48093583874106,-0.030148093583874106,-0.07630750863310844,False,-1,24,32564,15948,1313,10,-0.030148093583874106
49,0.06,8,0.005,0.008,0.005,0.04,1800.0,0.08,2,10000,9697.549978388672,-302.45002161132834,-0.030245002161132833,-0.07626891562903745,False,-1,24,32551,15941,1321,10,-0.030245002161132833
50,0.06,8,0.005,0.008,0.005,0.04,1800.0,0.1,2,10000,9697.549978388672,-302.45002161132834,-0.030245002161132833,-0.07626891562903745,False,-1,24,32551,15941,1321,10,-0.030245002161132833
51,0.06,8,0.005,0.008,0.005,0.04,1800.0,0.12,2,10000,9697.549978388672,-302.45002161132834,-0.030245002161132833,-0.07626891562903745,False,-1,24,32551,15941,1321,10,-0.030245002161132833
52,0.06,8,0.005,0.008,0.01,0.04,900.0,0.08,2,10000,9697.426559550117,-302.5734404498835,-0.03025734404498835,-0.07349299040632343,False,-1,24,30907,15128,1016,10,-0.03025734404498835
53,0.06,8,0.005,0.008,0.01,0.04,900.0,0.1,2,10000,9697.426559550117,-302.5734404498835,-0.03025734404498835,-0.07349299040632343,False,-1,24,30907,15128,1016,10,-0.03025734404498835
54,0.06,8,0.005,0.008,0.01,0.04,900.0,0.12,2,10000,9697.426559550117,-302.5734404498835,-0.03025734404498835,-0.07349299040632343,False,-1,24,30907,15128,1016,10,-0.03025734404498835
55,0.06,8,0.005,0.008,0.01,0.04,0.0,0.08,2,10000,9696.970749130916,-303.0292508690836,-0.030302925086908364,-0.07349628142815756,False,-1,24,30883,15116,1019,10,-0.030302925086908364
56,0.06,8,0.005,0.008,0.01,0.04,0.0,0.1,2,10000,9696.970749130916,-303.0292508690836,-0.030302925086908364,-0.07349628142815756,False,-1,24,30883,15116,1019,10,-0.030302925086908364
57,0.06,8,0.005,0.008,0.01,0.04,0.0,0.12,2,10000,9696.970749130916,-303.0292508690836,-0.030302925086908364,-0.07349628142815756,False,-1,24,30883,15116,1019,10,-0.030302925086908364
58,0.06,8,0.005,0.01,0.015,0.04,0.0,0.08,2,10000,9696.669731666701,-303.3302683332986,-0.03033302683332986,-0.07318435672550862,False,-1,24,23936,11646,827,10,-0.03033302683332986
59,0.06,8,0.005,0.01,0.015,0.04,0.0,0.1,2,10000,9696.669731666701,-303.3302683332986,-0.03033302683332986,-0.07318435672550862,False,-1,24,23936,11646,827,10,-0.03033302683332986
60,0.06,8,0.005,0.01,0.015,0.04,0.0,0.12,2,10000,9696.669731666701,-303.3302683332986,-0.03033302683332986,-0.07318435672550862,False,-1,24,23936,11646,827,10,-0.03033302683332986
61,0.06,8,0.005,0.008,0.01,0.04,1800.0,0.08,2,10000,9694.523603942247,-305.47639605775294,-0.030547639605775292,-0.07356963110542118,False,-1,24,30717,15033,1011,10,-0.030547639605775292
62,0.06,8,0.005,0.008,0.01,0.04,1800.0,0.1,2,10000,9694.523603942247,-305.47639605775294,-0.030547639605775292,-0.07356963110542118,False,-1,24,30717,15033,1011,10,-0.030547639605775292
63,0.06,8,0.005,0.008,0.01,0.04,1800.0,0.12,2,10000,9694.523603942247,-305.47639605775294,-0.030547639605775292,-0.07356963110542118,False,-1,24,30717,15033,1011,10,-0.030547639605775292
64,0.06,8,0.005,0.01,0.015,0.04,900.0,0.08,2,10000,9694.416188065736,-305.5838119342643,-0.03055838119342643,-0.07343764305939424,False,-1,24,23927,11641,825,10,-0.03055838119342643
65,0.06,8,0.005,0.01,0.015,0.04,900.0,0.1,2,10000,9694.416188065736,-305.5838119342643,-0.03055838119342643,-0.07343764305939424,False,-1,24,23927,11641,825,10,-0.03055838119342643
66,0.06,8,0.005,0.01,0.015,0.04,900.0,0.12,2,10000,9694.416188065736,-305.5838119342643,-0.03055838119342643,-0.07343764305939424,False,-1,24,23927,11641,825,10,-0.03055838119342643
67,0.06,8,0.005,0.01,0.015,0.04,1800.0,0.08,2,10000,9694.403841402693,-305.5961585973073,-0.03055961585973073,-0.07320763259100409,False,-1,24,23840,11598,825,10,-0.03055961585973073
68,0.06,8,0.005,0.01,0.015,0.04,1800.0,0.1,2,10000,9694.403841402693,-305.5961585973073,-0.03055961585973073,-0.07320763259100409,False,-1,24,23840,11598,825,10,-0.03055961585973073
69,0.06,8,0.005,0.01,0.015,0.04,1800.0,0.12,2,10000,9694.403841402693,-305.5961585973073,-0.03055961585973073,-0.07320763259100409,False,-1,24,23840,11598,825,10,-0.03055961585973073
70,0.06,8,0.01,0.005,0.015,0.04,1800.0,0.12,2,10000,9660.295149482337,-339.70485051766263,-0.03397048505176627,-0.10715919900333719,False,-1,24,43332,21421,825,10,-0.03397048505176627
71,0.06,8,0.01,0.005,0.015,0.04,900.0,0.12,2,10000,9659.47621108231,-340.52378891768967,-0.034052378891768965,-0.10772178572188248,False,-1,24,43381,21445,825,10,-0.034052378891768965
72,0.06,8,0.01,0.005,0.015,0.04,0.0,0.12,2,10000,9658.680791389523,-341.3192086104773,-0.03413192086104773,-0.10770910913038165,False,-1,24,43416,21462,827,10,-0.03413192086104773
73,0.06,8,0.005,0.01,0.01,0.04,0.0,0.08,2,10000,9658.413352952346,-341.58664704765397,-0.0341586647047654,-0.07910788592271785,False,-1,24,25691,12495,1019,10,-0.0341586647047654
74,0.06,8,0.005,0.01,0.01,0.04,0.0,0.1,2,10000,9658.413352952346,-341.58664704765397,-0.0341586647047654,-0.07910788592271785,False,-1,24,25691,12495,1019,10,-0.0341586647047654
75,0.06,8,0.005,0.01,0.01,0.04,0.0,0.12,2,10000,9658.413352952346,-341.58664704765397,-0.0341586647047654,-0.07910788592271785,False,-1,24,25691,12495,1019,10,-0.0341586647047654
76,0.06,8,0.005,0.01,0.01,0.04,900.0,0.08,2,10000,9658.365372750346,-341.63462724965393,-0.03416346272496539,-0.07910825867425038,False,-1,24,25689,12494,1016,10,-0.03416346272496539
77,0.06,8,0.005,0.01,0.01,0.04,900.0,0.1,2,10000,9658.365372750346,-341.63462724965393,-0.03416346272496539,-0.07910825867425038,False,-1,24,25689,12494,1016,10,-0.03416346272496539
78,0.06,8,0.005,0.01,0.01,0.04,900.0,0.12,2,10000,9658.365372750346,-341.63462724965393,-0.03416346272496539,-0.07910825867425038,False,-1,24,25689,12494,1016,10,-0.03416346272496539
79,0.06,8,0.005,0.01,0.01,0.04,1800.0,0.08,2,10000,9652.8566655428,-347.14333445719967,-0.03471433344571997,-0.07944414813326992,False,-1,24,25570,12434,1011,10,-0.03471433344571997
80,0.06,8,0.005,0.01,0.01,0.04,1800.0,0.1,2,10000,9652.8566655428,-347.14333445719967,-0.03471433344571997,-0.07944414813326992,False,-1,24,25570,12434,1011,10,-0.03471433344571997
81,0.06,8,0.005,0.01,0.01,0.04,1800.0,0.12,2,10000,9652.8566655428,-347.14333445719967,-0.03471433344571997,-0.07944414813326992,False,-1,24,25570,12434,1011,10,-0.03471433344571997
82,0.06,8,0.01,0.005,0.015,0.04,0.0,0.08,2,10000,9535.02038436529,-464.97961563470926,-0.04649796156347093,-0.08000526295545249,True,42655,24,34832,17177,682,0,-0.04649796156347093
83,0.06,8,0.01,0.005,0.015,0.04,900.0,0.08,2,10000,9534.93732001766,-465.06267998234034,-0.046506267998234034,-0.0800381378569998,True,42655,24,34797,17160,680,0,-0.046506267998234034
84,0.06,8,0.01,0.005,0.015,0.04,1800.0,0.08,2,10000,9528.389430393461,-471.6105696065388,-0.047161056960653876,-0.08025618519568431,True,42656,24,34749,17136,680,0,-0.047161056960653876
85,0.06,12,0.005,0.005,0.005,0.04,0.0,0.08,2,10000,9491.994323337161,-508.0056766628386,-0.05080056766628386,-0.08059473447783841,True,42813,24,60709,29949,1097,0,-0.05080056766628386
86,0.06,12,0.005,0.005,0.005,0.04,900.0,0.08,2,10000,9491.419568312162,-508.5804316878384,-0.05085804316878384,-0.08059922128532371,True,42813,24,60659,29924,1092,0,-0.05085804316878384
87,0.06,12,0.005,0.005,0.005,0.04,1800.0,0.08,2,10000,9490.893332544058,-509.10666745594244,-0.050910666745594246,-0.08060962663148362,True,42813,24,60608,29899,1090,0,-0.050910666745594246
88,0.06,8,0.01,0.005,0.015,0.04,1800.0,0.1,2,10000,9316.762751306092,-683.2372486939075,-0.06832372486939076,-0.10068149017998489,True,42816,24,35392,17444,692,0,-0.06832372486939076
89,0.06,8,0.01,0.005,0.015,0.04,900.0,0.1,2,10000,9315.418354170773,-684.5816458292265,-0.06845816458292266,-0.10121563224066225,True,42816,24,35441,17468,692,0,-0.06845816458292266
90,0.06,8,0.01,0.005,0.015,0.04,0.0,0.1,2,10000,9315.122704333733,-684.877295666267,-0.0684877295666267,-0.10121987075588207,True,42816,24,35476,17485,694,0,-0.0684877295666267
