global_step,week_index,timestamp,equity,risk_peak_equity,drawdown_pct,cooldown_active
0,1,1783046700.0,10000.0,10000.0,0.0,False
1,1,1783047000.0,10000.0,10000.0,0.0,False
2,1,1783047300.0,10000.0,10000.0,0.0,False
3,1,1783047600.0,10000.0,10000.0,0.0,False
4,1,1783047900.0,10000.0,10000.0,0.0,False
5,1,1783048200.0,10000.0,10000.0,0.0,False
6,1,1783048500.0,10000.0,10000.0,0.0,False
7,1,1783048800.0,10000.089454150853,10000.089454150853,0.0,False
8,1,1783049100.0,10000.076698024139,10000.089454150853,-1.2756012606693488e-06,False
9,1,1783049400.0,10000.021874198635,10000.089454150853,-6.757934769246771e-06,False
10,1,1783049700.0,9999.937949530737,10000.089454150853,-1.5150326485702055e-05,False
11,1,1783050000.0,9999.759224679183,10000.089454150853,-3.30226517657191e-05,False
12,1,1783050300.0,9999.821223083378,10000.089454150853,-2.6822866805865266e-05,False
13,1,1783050600.0,9999.76829979978,10000.089454150853,-3.211514782400682e-05,False
14,1,1783050900.0,9999.85769691029,10000.089454150853,-2.3175516741655813e-05,False
15,1,1783051200.0,9999.886333304408,10000.089454150853,-2.0311902946098712e-05,False
16,1,1783051500.0,9999.741671643591,10000.089454150853,-3.4777939623125166e-05,False
17,1,1783051800.0,9999.852398768773,10000.089454150853,-2.370532615403215e-05,False
18,1,1783052100.0,9999.772477800067,10000.089454150853,-3.169735153270517e-05,False
19,1,1783052400.0,9999.810141907055,10000.089454150853,-2.7930974525629497e-05,False
20,1,1783052700.0,9999.818702957096,10000.089454150853,-2.707487717968031e-05,False
21,1,1783053000.0,9999.761224346574,10000.089454150853,-3.282268681539668e-05,False
22,1,1783053300.0,9999.930356825542,10000.089454150853,-1.5909590213256686e-05,False
23,1,1783053600.0,9999.93145051812,10000.089454150853,-1.580022193386713e-05,False
24,1,1783053900.0,9999.758168543782,10000.089454150853,-3.312826436107921e-05,False
25,1,1783054200.0,9999.757401976813,10000.089454150853,-3.3204920372269875e-05,False
26,1,1783054500.0,9999.770974810275,10000.089454150853,-3.1847649167363814e-05,False
27,1,1783054800.0,9999.927187937617,10000.089454150853,-1.6226476171020555e-05,False
28,1,1783055100.0,9999.937499530695,10000.089454150853,-1.5195326087300214e-05,False
29,1,1783055400.0,9999.952529869675,10000.089454150853,-1.3692305634435212e-05,False
30,1,1783055700.0,10000.103672794372,10000.103672794372,0.0,False
31,1,1783056000.0,10000.087775770584,10000.103672794372,-1.5896858980877457e-06,False
32,1,1783056300.0,10000.114408388217,10000.114408388217,0.0,False
33,1,1783056600.0,10000.259884012,10000.259884012,0.0,False
34,1,1783056900.0,10000.259884012,10000.259884012,0.0,False
35,1,1783057200.0,10000.259884012,10000.259884012,0.0,False
36,1,1783057500.0,10000.271085169123,10000.271085169123,0.0,False
37,1,1783057800.0,10000.254197906892,10000.271085169123,-1.6886804454514848e-06,False
38,1,1783058100.0,10000.19014277429,10000.271085169123,-8.094020066336514e-06,False
39,1,1783058400.0,10000.283896195644,10000.283896195644,0.0,False
40,1,1783058700.0,10000.333684503257,10000.333684503257,0.0,False
41,1,1783059000.0,10000.260021100765,10000.333684503257,-7.36609445408881e-06,False
42,1,1783059300.0,10000.267882412492,10000.333684503257,-6.579989512438693e-06,False
43,1,1783059600.0,10000.222170340592,10000.333684503257,-1.115104417344808e-05,False
44,1,1783059900.0,10000.242551519146,10000.333684503257,-9.112994324604294e-06,False
