rank,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss,min_grid_move_seconds,portfolio_stop_loss,stage,initial_quote,final_equity,net_pnl_quote,net_pnl_pct,max_drawdown_pct,liquidated,liquidation_step,cooldown_hours,trades,completed_cycles,grid_moves,open_positions,score
26,0.06,8,0.01,0.005,0.015,0.04,1800.0,0.1,2,10000,10127.177118180074,127.1771181800741,0.01271771181800741,-0.010738226673106071,False,-1,24,1451,716,22,2,0.01271771181800741
27,0.06,8,0.01,0.005,0.015,0.04,1800.0,0.12,2,10000,10127.177118180074,127.1771181800741,0.01271771181800741,-0.010738226673106071,False,-1,24,1451,716,22,2,0.01271771181800741
28,0.06,8,0.005,0.01,0.005,0.04,0.0,0.08,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
29,0.06,8,0.005,0.01,0.005,0.04,0.0,0.1,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
30,0.06,8,0.005,0.01,0.005,0.04,0.0,0.12,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
31,0.06,8,0.005,0.01,0.005,0.04,900.0,0.08,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
32,0.06,8,0.005,0.01,0.005,0.04,900.0,0.1,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
33,0.06,8,0.005,0.01,0.005,0.04,900.0,0.12,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
34,0.06,8,0.005,0.01,0.005,0.04,1800.0,0.08,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
35,0.06,8,0.005,0.01,0.005,0.04,1800.0,0.1,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
36,0.06,8,0.005,0.01,0.005,0.04,1800.0,0.12,2,10000,10080.135934634152,80.13593463415236,0.008013593463415236,-0.008876240790902403,False,-1,24,945,459,50,2,0.008013593463415236
