week_index,train_start,train_end,trade_start,trade_end,selection_score,selection_net_pnl_pct,selection_max_drawdown_pct,start_equity,final_equity,net_pnl_quote,net_pnl_pct,max_drawdown_pct,liquidations,trades,completed_cycles,grid_moves,open_positions,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss
1,2026-06-03 03:15:00,2026-07-03 03:15:00,2026-07-03 03:15:00,2026-07-09 03:15:00,-0.0013070546265726048,0.015821704060926277,-0.011419172458332587,10000.0,10011.383177141459,11.383177141458873,0.0011383177141458872,-0.001263996654233259,0,381,184,6,2,0.04,8,0.01,0.003,0.005,0.04
