week_index,train_start,train_end,trade_start,trade_end,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss,selection_score,selection_net_pnl_quote,selection_net_pnl_pct,selection_max_drawdown_pct,selection_liquidated,selection_grid_moves,selection_trades,selection_open_positions
9,2026-03-28 03:15:00,2026-04-04 03:15:00,2026-04-04 03:15:00,2026-04-11 03:15:00,0.1,8,0.005,0.008,0.005,0.04,-0.00020353901978698366,6.455939050149027,0.0006455939050149027,-0.0005660886165345909,False,7,521,10
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.1,8,0.005,0.005,0.005,0.04,0.0001132066976375181,7.148406565276673,0.0007148406565276673,-0.00040108930592676616,False,12,714,9
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.1,8,0.005,0.008,0.01,0.04,7.646100671919497e-05,7.312194481357437,0.0007312194481357438,-0.0004365056276110325,False,10,460,9
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.1,8,0.005,0.005,0.015,0.04,0.00011158921730020576,6.752019499605012,0.0006752019499605013,-0.0003757418217735304,False,8,660,10
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.1,8,0.005,0.008,0.015,0.04,0.00013739203972052967,7.379916518670143,0.0007379916518670143,-0.0004003997414309897,False,8,456,10
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.1,8,0.005,0.005,0.01,0.04,0.00013841155718061226,6.378460845618974,0.0006378460845618975,-0.0003329563515875235,False,10,644,9
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.08,8,0.005,0.005,0.01,0.04,0.0001974039269979493,8.752549761742557,0.0008752549761742557,-0.0004519006994508709,False,17,870,9
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.08,8,0.005,0.005,0.015,0.04,0.00019306324200040153,8.42983540334717,0.0008429835403347169,-0.0004332801988895436,False,14,815,9
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.08,8,0.005,0.005,0.005,0.04,0.00024343519327647736,9.34416570698886,0.000934416570698886,-0.0004606542516149391,False,20,913,9
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.1,12,0.005,0.005,0.015,0.04,0.0003759453538025046,11.166324924397486,0.0011166324924397487,-0.0004937914257581627,False,8,1106,10
10,2026-04-04 03:15:00,2026-04-11 03:15:00,2026-04-11 03:15:00,2026-04-18 03:15:00,0.1,8,0.005,0.008,0.005,0.04,2.2245454478262263e-05,7.588549769363453,0.0007588549769363453,-0.0004910730149720554,False,12,477,9
11,2026-04-11 03:15:00,2026-04-18 03:15:00,2026-04-18 03:15:00,2026-04-25 03:15:00,0.1,8,0.005,0.005,0.005,0.04,0.000510887530808275,8.589996084516315,0.0008589996084516315,-0.00023207471842890434,False,10,802,9
11,2026-04-11 03:15:00,2026-04-18 03:15:00,2026-04-18 03:15:00,2026-04-25 03:15:00,0.1,8,0.005,0.008,0.01,0.04,0.0004434347704906535,8.976193894581229,0.0008976193894581229,-0.0003027897459783129,False,10,524,8
11,2026-04-11 03:15:00,2026-04-18 03:15:00,2026-04-18 03:15:00,2026-04-25 03:15:00,0.1,8,0.005,0.005,0.015,0.04,0.0005234375072678768,8.764712695736307,0.0008764712695736308,-0.00023535584153716935,False,8,811,8
11,2026-04-11 03:15:00,2026-04-18 03:15:00,2026-04-18 03:15:00,2026-04-25 03:15:00,0.1,8,0.005,0.008,0.015,0.04,0.0004573895502513358,9.1271926140289,0.00091271926140289,-0.0003035531407677028,False,8,527,8
11,2026-04-11 03:15:00,2026-04-18 03:15:00,2026-04-18 03:15:00,2026-04-25 03:15:00,0.1,8,0.005,0.005,0.01,0.04,0.0005243505203136535,8.739359405510186,0.0008739359405510185,-0.00023305694682491,False,10,816,8
11,2026-04-11 03:15:00,2026-04-18 03:15:00,2026-04-18 03:15:00,2026-04-25 03:15:00,0.08,8,0.005,0.005,0.01,0.04,0.0005897691265262092,9.54211298917653,0.0009542112989176531,-0.00024296144826096254,False,11,935,10
