week_index,train_start,train_end,trade_start,trade_end,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss,selection_score,selection_net_pnl_quote,selection_net_pnl_pct,selection_max_drawdown_pct,selection_liquidated,selection_grid_moves,selection_trades,selection_open_positions
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.04,8,0.01,0.003,0.01,0.04,0.0007471821979126627,154.38677885741345,0.015438677885741344,-0.009794330458552455,False,51,3088,2
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.04,8,0.01,0.005,0.01,0.04,-0.006238169855284952,160.75477692251116,0.016075477692251115,-0.014875765031690712,False,51,2037,2
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.04,8,0.01,0.008,0.01,0.04,-0.01854554401054354,149.1849813176632,0.014918498131766319,-0.022309361428206574,False,51,1385,2
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.04,8,0.01,0.01,0.01,0.04,-0.019011965497882,159.42150854320425,0.015942150854320426,-0.02330274423480162,False,51,1151,2
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.04,8,0.01,0.003,0.015,0.04,-0.0028822739716552487,134.08756316570543,0.013408756316570543,-0.010860686858817194,False,45,2846,2
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.04,8,0.01,0.005,0.015,0.04,-0.006162811811037847,152.84742124301192,0.015284742124301193,-0.014298369290226027,False,45,1898,2
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.04,8,0.01,0.008,0.015,0.04,-0.018350770188426013,139.42515574546997,0.013942515574546996,-0.021528857175315337,False,45,1293,2
1,2026-06-03 02:43:22,2026-07-03 02:43:22,2026-07-03 02:43:22,2026-07-09 02:43:22,0.04,8,0.01,0.01,0.015,0.04,-0.01834990356470563,150.46422222976435,0.015046422222976434,-0.02226421719178804,False,45,1100,2
