week_index,train_start,train_end,trade_start,trade_end,grid_range,grid_levels,order_quote_pct,take_profit,move_threshold,stop_loss,selection_score,selection_net_pnl_quote,selection_net_pnl_pct,selection_max_drawdown_pct,selection_liquidated,selection_grid_moves,selection_trades,selection_open_positions
1,2026-06-03 03:15:00,2026-07-03 03:15:00,2026-07-03 03:15:00,2026-07-09 03:15:00,0.06,8,0.01,0.005,0.005,0.04,-0.003979356455462378,114.5147782306667,0.01145147782306667,-0.0102872228523527,False,44,1457,2
1,2026-06-03 03:15:00,2026-07-03 03:15:00,2026-07-03 03:15:00,2026-07-09 03:15:00,0.06,8,0.01,0.005,0.005,0.04,-0.003979356455462378,114.5147782306667,0.01145147782306667,-0.0102872228523527,False,44,1457,2
1,2026-06-03 03:15:00,2026-07-03 03:15:00,2026-07-03 03:15:00,2026-07-09 03:15:00,0.06,8,0.01,0.005,0.005,0.04,-0.003979356455462378,114.5147782306667,0.01145147782306667,-0.0102872228523527,False,44,1457,2
